K,L,AvgSuccessRate,VarianceSuccessRate,AvgDurationMs,VarianceDurationMs,SampleCount,Ratio,AvgRecoveryFraction,VarianceRecoveryFraction
34,21,1.0000,0.0000,233.454,2906.231,101,0.712871,1.0000,0.0000
34,23,1.0000,0.0000,233.518,3006.936,101,0.732673,1.0000,0.0000
34,26,1.0000,0.0000,233.451,2343.490,101,0.762376,1.0000,0.0000
34,28,1.0000,0.0000,230.401,2572.131,101,0.782178,1.0000,0.0000
34,31,1.0000,0.0000,239.536,2144.160,101,0.811881,1.0000,0.0000
34,34,1.0000,0.0000,234.802,2884.881,101,0.841584,1.0000,0.0000
34,37,1.0000,0.0000,235.408,2491.241,101,0.871287,1.0000,0.0000
34,41,1.0000,0.0000,222.992,3015.282,101,0.910891,1.0000,0.0000
34,45,1.0000,0.0000,223.343,3171.976,101,0.950495,1.0000,0.0000
34,50,0.9993,0.0000,224.199,2703.868,101,1.000000,0.9993,0.0000
34,55,0.9987,0.0001,230.275,2900.331,101,1.049505,0.9987,0.0001
34,60,0.9953,0.0003,226.236,2525.054,101,1.099010,0.9953,0.0003
34,66,0.9890,0.0006,222.869,2363.080,101,1.158416,0.9890,0.0006
34,73,0.9835,0.0007,225.116,2583.018,101,1.227723,0.9835,0.0007
34,80,0.9780,0.0008,219.083,2297.577,101,1.297030,0.9780,0.0008
34,88,0.9692,0.0008,220.701,3083.123,101,1.376238,0.9692,0.0008
34,97,0.9613,0.0005,208.263,2433.898,101,1.465347,0.9613,0.0005
37,1,1.0000,0.0000,292.505,1825.695,101,0.559406,1.0000,0.0000
37,2,1.0000,0.0000,281.217,2257.909,101,0.569307,1.0000,0.0000
37,3,1.0000,0.0000,264.642,3576.696,101,0.579208,1.0000,0.0000
37,4,1.0000,0.0000,253.319,2172.428,101,0.589109,1.0000,0.0000
37,5,1.0000,0.0000,257.608,2262.285,101,0.599010,1.0000,0.0000
37,6,1.0000,0.0000,254.006,2236.804,101,0.608911,1.0000,0.0000
37,7,1.0000,0.0000,252.799,2488.099,101,0.618812,1.0000,0.0000
37,8,1.0000,0.0000,245.195,2029.464,101,0.628713,1.0000,0.0000
37,9,1.0000,0.0000,241.911,2124.086,101,0.638614,1.0000,0.0000
37,10,1.0000,0.0000,244.797,2347.400,101,0.648515,1.0000,0.0000
37,11,1.0000,0.0000,247.150,3741.938,101,0.658416,1.0000,0.0000
37,12,1.0000,0.0000,239.730,2483.626,101,0.668317,1.0000,0.0000
37,13,1.0000,0.0000,246.665,2418.446,101,0.678218,1.0000,0.0000
37,14,1.0000,0.0000,241.464,2808.322,101,0.688119,1.0000,0.0000
37,16,1.0000,0.0000,240.395,2224.609,101,0.707921,1.0000,0.0000
37,17,1.0000,0.0000,244.580,2388.544,101,0.717822,1.0000,0.0000
37,19,1.0000,0.0000,238.988,2294.303,101,0.737624,1.0000,0.0000
37,21,1.0000,0.0000,248.641,3785.192,101,0.757426,1.0000,0.0000
37,23,1.0000,0.0000,235.237,2629.245,101,0.777228,1.0000,0.0000
37,26,1.0000,0.0000,231.639,3062.480,101,0.806931,1.0000,0.0000
37,28,1.0000,0.0000,226.760,2677.672,101,0.826733,1.0000,0.0000
37,31,1.0000,0.0000,241.862,2564.904,101,0.856436,1.0000,0.0000
37,34,1.0000,0.0000,239.637,2967.801,101,0.886139,1.0000,0.0000
37,37,1.0000,0.0000,239.576,2416.992,101,0.915842,1.0000,0.0000
37,41,1.0000,0.0000,222.686,2698.237,101,0.955446,1.0000,0.0000
37,45,0.9992,0.0001,224.287,2843.083,101,0.995050,0.9992,0.0001
37,50,0.9985,0.0001,225.274,2908.752,101,1.044554,0.9985,0.0001
37,55,0.9921,0.0005,227.105,2698.102,101,1.094059,0.9921,0.0005
37,60,0.9809,0.0010,223.200,2625.470,101,1.143564,0.9809,0.0010
37,66,0.9661,0.0011,215.301,2923.572,101,1.202970,0.9661,0.0011
37,73,0.9590,0.0010,210.261,2423.445,101,1.272277,0.9590,0.0010
37,80,0.9502,0.0007,207.734,2430.446,101,1.341584,0.9502,0.0007
37,88,0.9468,0.0005,208.912,1917.222,101,1.420792,0.9468,0.0005
37,97,0.9426,0.0003,203.234,2245.497,101,1.509901,0.9426,0.0003
41,1,1.0000,0.0000,298.376,2531.114,101,0.618812,1.0000,0.0000
41,2,1.0000,0.0000,287.072,2290.065,101,0.628713,1.0000,0.0000
41,3,1.0000,0.0000,271.308,2531.651,101,0.638614,1.0000,0.0000
41,4,1.0000,0.0000,266.875,2518.078,101,0.648515,1.0000,0.0000
41,5,1.0000,0.0000,265.434,2666.536,101,0.658416,1.0000,0.0000
41,6,1.0000,0.0000,260.365,2094.455,101,0.668317,1.0000,0.0000
41,7,1.0000,0.0000,257.138,2140.038,101,0.678218,1.0000,0.0000
41,8,1.0000,0.0000,250.017,2154.764,101,0.688119,1.0000,0.0000
41,9,1.0000,0.0000,251.129,2151.630,101,0.698020,1.0000,0.0000
41,10,1.0000,0.0000,248.562,2579.750,101,0.707921,1.0000,0.0000
41,11,1.0000,0.0000,250.228,2274.660,101,0.717822,1.0000,0.0000
41,12,1.0000,0.0000,244.892,2671.496,101,0.727723,1.0000,0.0000
41,13,1.0000,0.0000,244.046,2260.899,101,0.737624,1.0000,0.0000
41,14,1.0000,0.0000,238.019,2400.019,101,0.747525,1.0000,0.0000
41,16,1.0000,0.0000,241.637,3344.469,101,0.767327,1.0000,0.0000
41,17,1.0000,0.0000,240.759,2823.009,101,0.777228,1.0000,0.0000
41,19,1.0000,0.0000,244.233,2377.580,101,0.797030,1.0000,0.0000
41,21,1.0000,0.0000,248.409,3438.523,101,0.816832,1.0000,0.0000
41,23,1.0000,0.0000,242.088,3572.903,101,0.836634,1.0000,0.0000
41,26,1.0000,0.0000,234.246,3526.347,101,0.866337,1.0000,0.0000
41,28,1.0000,0.0000,231.917,3484.430,101,0.886139,1.0000,0.0000
41,31,1.0000,0.0000,246.804,2912.891,101,0.915842,1.0000,0.0000
41,34,1.0000,0.0000,243.796,2614.159,101,0.945545,1.0000,0.0000
41,37,0.9971,0.0003,239.899,2862.634,101,0.975248,0.9971,0.0003
41,41,0.9917,0.0007,224.274,2524.117,101,1.014851,0.9917,0.0007
41,45,0.9820,0.0013,223.012,3055.771,101,1.054455,0.9820,0.0013
41,50,0.9621,0.0019,207.138,2535.694,101,1.103960,0.9621,0.0019
41,55,0.9446,0.0016,204.919,2631.405,101,1.153465,0.9446,0.0016
41,60,0.9324,0.0011,192.535,2302.346,101,1.202970,0.9324,0.0011
41,66,0.9251,0.0006,194.930,1693.444,101,1.262376,0.9251,0.0006
41,73,0.9214,0.0003,192.418,2359.400,101,1.331683,0.9214,0.0003
41,80,0.9196,0.0002,196.065,2309.663,101,1.400990,0.9196,0.0002
41,88,0.9197,0.0002,195.384,1933.987,101,1.480198,0.9197,0.0002
41,97,0.9196,0.0002,192.214,2558.860,101,1.569307,0.9196,0.0002
45,1,1.0000,0.0000,309.053,2098.741,101,0.678218,1.0000,0.0000
45,2,1.0000,0.0000,296.071,2494.505,101,0.688119,1.0000,0.0000
45,3,1.0000,0.0000,277.151,2110.507,101,0.698020,1.0000,0.0000
45,4,1.0000,0.0000,270.415,2047.894,101,0.707921,1.0000,0.0000
45,5,1.0000,0.0000,274.151,2248.321,101,0.717822,1.0000,0.0000
45,6,1.0000,0.0000,259.830,1784.088,101,0.727723,1.0000,0.0000
45,7,1.0000,0.0000,262.213,2172.700,101,0.737624,1.0000,0.0000
45,8,1.0000,0.0000,253.550,1588.355,101,0.747525,1.0000,0.0000
45,9,1.0000,0.0000,253.747,2496.417,101,0.757426,1.0000,0.0000
45,10,1.0000,0.0000,249.831,2316.905,101,0.767327,1.0000,0.0000
45,11,1.0000,0.0000,255.591,2722.445,101,0.777228,1.0000,0.0000
45,12,1.0000,0.0000,243.505,2433.192,101,0.787129,1.0000,0.0000
45,13,1.0000,0.0000,243.001,2632.469,101,0.797030,1.0000,0.0000
45,14,1.0000,0.0000,238.380,2666.156,101,0.806931,1.0000,0.0000
45,16,1.0000,0.0000,245.166,3252.433,101,0.826733,1.0000,0.0000
45,17,1.0000,0.0000,247.781,2418.218,101,0.836634,1.0000,0.0000
45,19,1.0000,0.0000,249.545,2359.667,101,0.856436,1.0000,0.0000
45,21,1.0000,0.0000,250.761,2961.124,101,0.876238,1.0000,0.0000
45,23,1.0000,0.0000,246.058,2501.672,101,0.896040,1.0000,0.0000
45,26,1.0000,0.0000,243.323,2997.148,101,0.925743,1.0000,0.0000
45,28,1.0000,0.0000,241.325,3286.984,101,0.945545,1.0000,0.0000
45,31,0.9927,0.0009,241.918,3093.378,101,0.975248,0.9927,0.0009
45,34,0.9883,0.0012,236.892,3276.511,101,1.004950,0.9883,0.0012
45,37,0.9688,0.0025,231.296,3122.311,101,1.034653,0.9688,0.0025
45,41,0.9439,0.0029,204.621,2837.233,101,1.074257,0.9439,0.0029
45,45,0.9181,0.0020,192.764,2465.300,101,1.113861,0.9181,0.0020
45,50,0.9056,0.0010,184.815,2957.078,101,1.163366,0.9056,0.0010
45,55,0.9022,0.0007,192.744,2657.844,101,1.212871,0.9022,0.0007
45,60,0.9001,0.0005,181.010,2091.460,101,1.262376,0.9001,0.0005
45,66,0.8984,0.0002,178.126,1872.332,101,1.321782,0.8984,0.0002
45,73,0.8980,0.0002,174.948,2276.096,101,1.391089,0.8980,0.0002
45,80,0.8978,0.0002,184.098,2200.586,101,1.460396,0.8978,0.0002
45,88,0.8975,0.0002,185.456,2021.754,101,1.539604,0.8975,0.0002
45,97,0.8977,0.0002,183.398,2044.876,101,1.628713,0.8977,0.0002
50,1,1.0000,0.0000,313.531,2209.239,101,0.752475,1.0000,0.0000
50,2,1.0000,0.0000,299.103,2656.327,101,0.762376,1.0000,0.0000
50,3,1.0000,0.0000,290.575,1946.309,101,0.772277,1.0000,0.0000
50,4,1.0000,0.0000,281.757,2104.956,101,0.782178,1.0000,0.0000
50,5,1.0000,0.0000,278.028,2168.576,101,0.792079,1.0000,0.0000
50,6,1.0000,0.0000,262.877,1700.042,101,0.801980,1.0000,0.0000
50,7,1.0000,0.0000,264.173,2453.295,101,0.811881,1.0000,0.0000
50,8,1.0000,0.0000,256.939,2295.842,101,0.821782,1.0000,0.0000
50,9,1.0000,0.0000,257.999,2650.246,101,0.831683,1.0000,0.0000
50,10,1.0000,0.0000,257.937,2983.517,101,0.841584,1.0000,0.0000
50,11,1.0000,0.0000,259.756,2646.642,101,0.851485,1.0000,0.0000
50,12,1.0000,0.0000,245.580,3115.231,101,0.861386,1.0000,0.0000
50,13,1.0000,0.0000,245.820,2944.986,101,0.871287,1.0000,0.0000
50,14,1.0000,0.0000,242.136,2886.133,101,0.881188,1.0000,0.0000
50,16,1.0000,0.0000,252.817,2981.531,101,0.900990,1.0000,0.0000
50,17,1.0000,0.0000,253.050,2836.393,101,0.910891,1.0000,0.0000
50,19,1.0000,0.0000,260.533,3523.126,101,0.930693,1.0000,0.0000
50,21,1.0000,0.0000,262.245,3710.424,101,0.950495,1.0000,0.0000
50,23,1.0000,0.0000,252.908,3271.883,101,0.970297,1.0000,0.0000
50,26,0.9971,0.0004,241.330,3676.284,101,1.000000,0.9971,0.0004
50,28,0.9856,0.0019,245.137,3981.404,101,1.019802,0.9856,0.0019
50,31,0.9429,0.0045,215.715,3422.546,101,1.049505,0.9429,0.0045
50,34,0.9164,0.0041,206.248,3643.612,101,1.079208,0.9164,0.0041
50,37,0.8945,0.0026,195.057,3183.631,101,1.108911,0.8945,0.0026
50,41,0.8759,0.0006,175.964,2331.406,101,1.148515,0.8759,0.0006
50,45,0.8757,0.0007,178.826,2285.070,101,1.188119,0.8757,0.0007
50,50,0.8736,0.0004,172.473,2351.738,101,1.237624,0.8736,0.0004
50,55,0.8743,0.0006,176.572,2121.877,101,1.287129,0.8743,0.0006
50,60,0.8729,0.0003,177.262,2594.901,101,1.336634,0.8729,0.0003
50,66,0.8728,0.0003,171.268,2020.123,101,1.396040,0.8728,0.0003
50,73,0.8726,0.0003,167.384,1993.847,101,1.465347,0.8726,0.0003
50,80,0.8723,0.0003,171.892,2245.140,101,1.534653,0.8723,0.0003
50,88,0.8720,0.0003,168.469,1481.405,101,1.613861,0.8720,0.0003
50,97,0.8726,0.0003,171.027,1604.892,101,1.702970,0.8726,0.0003
55,1,1.0000,0.0000,318.493,2860.593,101,0.826733,1.0000,0.0000
55,2,1.0000,0.0000,306.675,2368.547,101,0.836634,1.0000,0.0000
55,3,1.0000,0.0000,293.249,1962.092,101,0.846535,1.0000,0.0000
55,4,1.0000,0.0000,285.191,2401.991,101,0.856436,1.0000,0.0000
55,5,1.0000,0.0000,275.479,2031.077,101,0.866337,1.0000,0.0000
55,6,1.0000,0.0000,264.235,1671.882,101,0.876238,1.0000,0.0000
55,7,1.0000,0.0000,262.108,2364.052,101,0.886139,1.0000,0.0000
55,8,1.0000,0.0000,260.632,2830.549,101,0.896040,1.0000,0.0000
55,9,1.0000,0.0000,258.126,3087.141,101,0.905941,1.0000,0.0000
55,10,1.0000,0.0000,252.486,2289.163,101,0.915842,1.0000,0.0000
55,11,1.0000,0.0000,258.947,4944.208,101,0.925743,1.0000,0.0000
55,12,1.0000,0.0000,252.171,2525.490,101,0.935644,1.0000,0.0000
55,13,1.0000,0.0000,254.147,3663.807,101,0.945545,1.0000,0.0000
55,14,1.0000,0.0000,253.976,2655.599,101,0.955446,1.0000,0.0000
55,16,1.0000,0.0000,263.397,3754.010,101,0.975248,1.0000,0.0000
55,17,1.0000,0.0000,261.932,3017.109,101,0.985149,1.0000,0.0000
55,19,1.0000,0.0000,267.835,3511.172,101,1.004950,1.0000,0.0000
55,21,0.9965,0.0006,265.323,2892.890,101,1.024752,0.9965,0.0006
55,23,0.9794,0.0032,251.159,4321.331,101,1.044554,0.9794,0.0032
55,26,0.9207,0.0068,215.711,2938.941,101,1.074257,0.9207,0.0068
55,28,0.8902,0.0055,202.379,3426.041,101,1.094059,0.8902,0.0055
55,31,0.8552,0.0017,178.813,2457.631,101,1.123762,0.8552,0.0017
55,34,0.8451,0.0006,175.059,1846.342,101,1.153465,0.8451,0.0006
55,37,0.8438,0.0003,168.525,2125.792,101,1.183168,0.8438,0.0003
55,41,0.8427,0.0003,164.003,1321.860,101,1.222772,0.8427,0.0003
55,45,0.8416,0.0003,165.787,1724.869,101,1.262376,0.8416,0.0003
55,50,0.8418,0.0003,165.703,2311.301,101,1.311881,0.8418,0.0003
55,55,0.8417,0.0003,171.027,1814.456,101,1.361386,0.8417,0.0003
55,60,0.8413,0.0003,169.618,1703.363,101,1.410891,0.8413,0.0003
55,66,0.8419,0.0003,163.798,2067.057,101,1.470297,0.8419,0.0003
55,73,0.8416,0.0003,165.404,2722.636,101,1.539604,0.8416,0.0003
55,80,0.8410,0.0003,163.171,2462.654,101,1.608911,0.8410,0.0003
55,88,0.8412,0.0003,167.360,1608.623,101,1.688119,0.8412,0.0003
55,97,0.8410,0.0003,158.512,1403.368,101,1.777228,0.8410,0.0003
60,1,1.0000,0.0000,326.614,3391.717,101,0.900990,1.0000,0.0000
60,2,1.0000,0.0000,314.431,3033.100,101,0.910891,1.0000,0.0000
60,3,1.0000,0.0000,299.239,3607.212,101,0.920792,1.0000,0.0000
60,4,1.0000,0.0000,293.447,2191.148,101,0.930693,1.0000,0.0000
60,5,1.0000,0.0000,278.858,2344.866,101,0.940594,1.0000,0.0000
60,6,1.0000,0.0000,271.591,3626.674,101,0.950495,1.0000,0.0000
60,7,1.0000,0.0000,267.461,2261.807,101,0.960396,1.0000,0.0000
60,8,1.0000,0.0000,257.134,2601.382,101,0.970297,1.0000,0.0000
60,9,1.0000,0.0000,251.684,2234.342,101,0.980198,1.0000,0.0000
60,10,1.0000,0.0000,257.316,2368.127,101,0.990099,1.0000,0.0000
60,11,1.0000,0.0000,249.799,3080.037,101,1.000000,1.0000,0.0000
60,12,1.0000,0.0000,262.018,2681.004,101,1.009901,1.0000,0.0000
60,13,1.0000,0.0000,262.916,3807.122,101,1.019802,1.0000,0.0000
60,14,1.0000,0.0000,261.144,3753.185,101,1.029703,1.0000,0.0000
60,16,1.0000,0.0000,262.600,2638.943,101,1.049505,1.0000,0.0000
60,17,1.0000,0.0000,264.596,3222.085,101,1.059406,1.0000,0.0000
60,19,0.9942,0.0011,270.573,3721.462,101,1.079208,0.9942,0.0011
60,21,0.9639,0.0057,254.859,4355.250,101,1.099010,0.9639,0.0057
60,23,0.9018,0.0082,220.593,3703.125,101,1.118812,0.9018,0.0082
60,26,0.8521,0.0045,182.424,3352.125,101,1.148515,0.8521,0.0045
60,28,0.8339,0.0018,175.761,2051.328,101,1.168317,0.8339,0.0018
60,31,0.8247,0.0004,171.787,2797.308,101,1.198020,0.8247,0.0004
60,34,0.8241,0.0004,167.406,1945.669,101,1.227723,0.8241,0.0004
60,37,0.8239,0.0004,161.530,1783.021,101,1.257426,0.8239,0.0004
60,41,0.8234,0.0004,155.217,1559.977,101,1.297030,0.8234,0.0004
60,45,0.8225,0.0004,155.515,1594.446,101,1.336634,0.8225,0.0004
60,50,0.8222,0.0004,164.106,1818.404,101,1.386139,0.8222,0.0004
60,55,0.8234,0.0004,163.315,2143.211,101,1.435644,0.8234,0.0004
60,60,0.8224,0.0004,165.521,1976.840,101,1.485149,0.8224,0.0004
60,66,0.8214,0.0004,161.000,1577.219,101,1.544554,0.8214,0.0004
60,73,0.8217,0.0004,168.302,1827.634,101,1.613861,0.8217,0.0004
60,80,0.8215,0.0004,163.016,2060.903,101,1.683168,0.8215,0.0004
60,88,0.8215,0.0004,155.183,1384.322,101,1.762376,0.8215,0.0004
60,97,0.8214,0.0004,157.900,1698.708,101,1.851485,0.8214,0.0004
66,1,1.0000,0.0000,344.992,3659.516,101,0.990099,1.0000,0.0000
66,2,1.0000,0.0000,331.278,4436.167,101,1.000000,1.0000,0.0000
66,3,1.0000,0.0000,301.060,2936.282,101,1.009901,1.0000,0.0000
66,4,1.0000,0.0000,291.906,2067.770,101,1.019802,1.0000,0.0000
66,5,1.0000,0.0000,284.978,2675.378,101,1.029703,1.0000,0.0000
66,6,1.0000,0.0000,269.041,2643.222,101,1.039604,1.0000,0.0000
66,7,1.0000,0.0000,273.949,1970.830,101,1.049505,1.0000,0.0000
66,8,1.0000,0.0000,268.085,2956.402,101,1.059406,1.0000,0.0000
66,9,1.0000,0.0000,258.100,2237.601,101,1.069307,1.0000,0.0000
66,10,1.0000,0.0000,263.350,2044.459,101,1.079208,1.0000,0.0000
66,11,1.0000,0.0000,263.009,2694.033,101,1.089109,1.0000,0.0000
66,12,1.0000,0.0000,264.128,2455.870,101,1.099010,1.0000,0.0000
66,13,1.0000,0.0000,265.041,1831.823,101,1.108911,1.0000,0.0000
66,14,1.0000,0.0000,266.941,2814.406,101,1.118812,1.0000,0.0000
66,16,0.9905,0.0022,266.029,2943.934,101,1.138614,0.9905,0.0022
66,17,0.9665,0.0065,249.306,4903.522,101,1.148515,0.9665,0.0065
66,19,0.9030,0.0119,240.586,6646.048,101,1.168317,0.9030,0.0119
66,21,0.8425,0.0094,198.947,4470.172,101,1.188119,0.8425,0.0094
66,23,0.8020,0.0030,178.195,2785.185,101,1.207921,0.8020,0.0030
66,26,0.7870,0.0005,158.805,2426.745,101,1.237624,0.7870,0.0005
66,28,0.7874,0.0005,159.171,2641.853,101,1.257426,0.7874,0.0005
66,31,0.7860,0.0005,164.220,1963.213,101,1.287129,0.7860,0.0005
66,34,0.7857,0.0005,157.442,2351.998,101,1.316832,0.7857,0.0005
66,37,0.7857,0.0004,157.268,1541.866,101,1.346535,0.7857,0.0004
66,41,0.7855,0.0005,154.946,1583.931,101,1.386139,0.7855,0.0005
66,45,0.7855,0.0005,149.558,1482.450,101,1.425743,0.7855,0.0005
66,50,0.7855,0.0005,154.167,1586.011,101,1.475248,0.7855,0.0005
66,55,0.7855,0.0004,152.450,1802.505,101,1.524752,0.7855,0.0004
66,60,0.7857,0.0005,155.793,1464.345,101,1.574257,0.7857,0.0005
66,66,0.7850,0.0005,157.598,1287.255,101,1.633663,0.7850,0.0005
66,73,0.7848,0.0004,162.108,2276.540,101,1.702970,0.7848,0.0004
66,80,0.7849,0.0004,156.803,1463.167,101,1.772277,0.7849,0.0004
66,88,0.7849,0.0004,158.648,2564.143,101,1.851485,0.7849,0.0004
66,97,0.7848,0.0004,165.017,1528.406,101,1.940594,0.7848,0.0004
73,1,1.0000,0.0000,367.260,4430.865,101,1.094059,1.0000,0.0000
73,2,1.0000,0.0000,352.338,4998.244,101,1.103960,1.0000,0.0000
73,3,1.0000,0.0000,306.672,3971.525,101,1.113861,1.0000,0.0000
73,4,1.0000,0.0000,288.307,2407.100,101,1.123762,1.0000,0.0000
73,5,1.0000,0.0000,282.001,2430.353,101,1.133663,1.0000,0.0000
73,6,1.0000,0.0000,277.903,3093.082,101,1.143564,1.0000,0.0000
73,7,1.0000,0.0000,272.752,2146.639,101,1.153465,1.0000,0.0000
73,8,1.0000,0.0000,271.398,3014.742,101,1.163366,1.0000,0.0000
73,9,1.0000,0.0000,268.259,2840.727,101,1.173267,1.0000,0.0000
73,10,1.0000,0.0000,268.696,2140.018,101,1.183168,1.0000,0.0000
73,11,1.0000,0.0000,272.047,3841.442,101,1.193069,1.0000,0.0000
73,12,1.0000,0.0000,264.563,2767.991,101,1.202970,1.0000,0.0000
73,13,1.0000,0.0000,271.508,2498.051,101,1.212871,1.0000,0.0000
73,14,0.9974,0.0007,273.694,3080.630,101,1.222772,0.9974,0.0007
73,16,0.9225,0.0131,236.910,4114.225,101,1.242574,0.9225,0.0131
73,17,0.8643,0.0150,220.993,5488.447,101,1.252475,0.8643,0.0150
73,19,0.7879,0.0065,186.076,3646.724,101,1.272277,0.7879,0.0065
73,21,0.7620,0.0017,157.714,2313.882,101,1.292079,0.7620,0.0017
73,23,0.7589,0.0011,152.941,1783.762,101,1.311881,0.7589,0.0011
73,26,0.7558,0.0005,152.847,1979.307,101,1.341584,0.7558,0.0005
73,28,0.7554,0.0005,144.876,1225.801,101,1.361386,0.7554,0.0005
73,31,0.7554,0.0005,150.398,1164.526,101,1.391089,0.7554,0.0005
73,34,0.7552,0.0005,151.978,1499.177,101,1.420792,0.7552,0.0005
73,37,0.7550,0.0005,151.304,1278.486,101,1.450495,0.7550,0.0005
73,41,0.7554,0.0005,153.858,1742.194,101,1.490099,0.7554,0.0005
73,45,0.7554,0.0005,152.333,1325.403,101,1.529703,0.7554,0.0005
73,50,0.7553,0.0005,151.451,1380.515,101,1.579208,0.7553,0.0005
73,55,0.7557,0.0005,150.171,2204.448,101,1.628713,0.7557,0.0005
73,60,0.7550,0.0005,149.771,1722.505,101,1.678218,0.7550,0.0005
73,66,0.7547,0.0005,147.615,1698.951,101,1.737624,0.7547,0.0005
73,73,0.7551,0.0005,147.603,2132.589,101,1.806931,0.7551,0.0005
73,80,0.7543,0.0005,153.754,1199.159,101,1.876238,0.7543,0.0005
73,88,0.7545,0.0005,152.853,1385.935,101,1.955446,0.7545,0.0005
73,97,0.7545,0.0005,151.615,1699.233,101,2.044554,0.7545,0.0005
80,1,1.0000,0.0000,377.101,5008.203,101,1.198020,1.0000,0.0000
80,2,1.0000,0.0000,363.354,4686.237,101,1.207921,1.0000,0.0000
80,3,1.0000,0.0000,317.101,2663.860,101,1.217822,1.0000,0.0000
80,4,1.0000,0.0000,286.385,2239.653,101,1.227723,1.0000,0.0000
80,5,1.0000,0.0000,282.419,2538.958,101,1.237624,1.0000,0.0000
80,6,1.0000,0.0000,276.687,2661.898,101,1.247525,1.0000,0.0000
80,7,1.0000,0.0000,275.242,2471.129,101,1.257426,1.0000,0.0000
80,8,1.0000,0.0000,275.134,2902.943,101,1.267327,1.0000,0.0000
80,9,1.0000,0.0000,270.557,2842.473,101,1.277228,1.0000,0.0000
80,10,1.0000,0.0000,272.674,2830.761,101,1.287129,1.0000,0.0000
80,11,1.0000,0.0000,267.340,2258.188,101,1.297030,1.0000,0.0000
80,12,1.0000,0.0000,271.222,3039.295,101,1.306931,1.0000,0.0000
80,13,0.9913,0.0025,269.421,3068.963,101,1.316832,0.9913,0.0025
80,14,0.9477,0.0119,252.844,4289.201,101,1.326733,0.9477,0.0119
80,16,0.7875,0.0124,190.525,4562.496,101,1.346535,0.7875,0.0124
80,17,0.7454,0.0039,172.150,2469.324,101,1.356436,0.7454,0.0039
80,19,0.7345,0.0019,157.598,1895.395,101,1.376238,0.7345,0.0019
80,21,0.7290,0.0005,147.184,1478.018,101,1.396040,0.7290,0.0005
80,23,0.7273,0.0005,148.646,1933.806,101,1.415842,0.7273,0.0005
80,26,0.7274,0.0005,146.096,1501.644,101,1.445545,0.7274,0.0005
80,28,0.7274,0.0005,141.735,1200.356,101,1.465347,0.7274,0.0005
80,31,0.7260,0.0005,144.549,1320.776,101,1.495050,0.7260,0.0005
80,34,0.7265,0.0005,147.239,1619.389,101,1.524752,0.7265,0.0005
80,37,0.7260,0.0005,149.875,1471.345,101,1.554455,0.7260,0.0005
80,41,0.7257,0.0005,138.576,1527.897,101,1.594059,0.7257,0.0005
80,45,0.7252,0.0005,143.889,1453.526,101,1.633663,0.7252,0.0005
80,50,0.7256,0.0005,142.829,1159.907,101,1.683168,0.7256,0.0005
80,55,0.7264,0.0005,146.070,1289.077,101,1.732673,0.7264,0.0005
80,60,0.7260,0.0005,147.200,1482.164,101,1.782178,0.7260,0.0005
80,66,0.7256,0.0005,138.336,1403.100,101,1.841584,0.7256,0.0005
80,73,0.7252,0.0005,138.287,1393.940,101,1.910891,0.7252,0.0005
80,80,0.7251,0.0005,137.109,1156.001,101,1.980198,0.7251,0.0005
80,88,0.7249,0.0005,142.574,1480.303,101,2.059406,0.7249,0.0005
80,97,0.7251,0.0005,143.707,2251.642,101,2.148515,0.7251,0.0005
88,1,1.0000,0.0000,392.312,6195.093,101,1.316832,1.0000,0.0000
88,2,1.0000,0.0000,366.827,3885.161,101,1.326733,1.0000,0.0000
88,3,1.0000,0.0000,323.270,3383.546,101,1.336634,1.0000,0.0000
88,4,1.0000,0.0000,295.345,2651.668,101,1.346535,1.0000,0.0000
88,5,1.0000,0.0000,286.225,3130.345,101,1.356436,1.0000,0.0000
88,6,1.0000,0.0000,278.965,2873.489,101,1.366337,1.0000,0.0000
88,7,1.0000,0.0000,281.279,3094.331,101,1.376238,1.0000,0.0000
88,8,1.0000,0.0000,280.403,3250.905,101,1.386139,1.0000,0.0000
88,9,1.0000,0.0000,271.490,2587.376,101,1.396040,1.0000,0.0000
88,10,1.0000,0.0000,269.936,2641.259,101,1.405941,1.0000,0.0000
88,11,0.9967,0.0011,274.460,3165.741,101,1.415842,0.9967,0.0011
88,12,0.9713,0.0085,266.794,4369.677,101,1.425743,0.9713,0.0085
88,13,0.9047,0.0207,238.812,4421.074,101,1.435644,0.9047,0.0207
88,14,0.7934,0.0203,192.002,5198.811,101,1.445545,0.7934,0.0203
88,16,0.7100,0.0043,154.344,1621.157,101,1.465347,0.7100,0.0043
88,17,0.6994,0.0016,150.317,2110.456,101,1.475248,0.6994,0.0016
88,19,0.6953,0.0008,147.757,1590.420,101,1.495050,0.6953,0.0008
88,21,0.6954,0.0007,147.135,1339.989,101,1.514851,0.6954,0.0007
88,23,0.6937,0.0007,141.491,1464.422,101,1.534653,0.6937,0.0007
88,26,0.6930,0.0006,141.740,1610.179,101,1.564356,0.6930,0.0006
88,28,0.6934,0.0007,144.656,1662.965,101,1.584158,0.6934,0.0007
88,31,0.6928,0.0007,139.901,1818.041,101,1.613861,0.6928,0.0007
88,34,0.6939,0.0006,138.570,1547.589,101,1.643564,0.6939,0.0006
88,37,0.6928,0.0006,135.785,1270.697,101,1.673267,0.6928,0.0006
88,41,0.6926,0.0007,132.713,1447.606,101,1.712871,0.6926,0.0007
